Page Number,Text,Company_Type,City,Company_Name,Address,Building,Full_Address,Latitude,Longitude
2,"Joseph D. Diliworth, 16 State",Real Estate,Boston,"Joseph D. Diliworth,",16 State,,"16 State, Boston",-37.8157151,145.0777572
2,"Dodge Bros., 27 School",Real Estate,Boston,"Dodge Bros.,",27 School,,"27 School, Boston",,
2,"Edw. J. Doherty, Brighton",Real Estate,Boston,"Edw. J. Doherty, Brighton",,,,,
2,Frank L. poner 68 Dudley,Real Estate,Boston,Frank L. poner,68 Dudley,,"68 Dudley, Boston",42.31826125,-71.06710756250001
2,ponent eee 418A Geneva ave.,Real Estate,Boston,ponent eee,418A Geneva ave.,,"418A Geneva ave., Boston",42.301298,-71.067873
2,"olan, amaica Plain",Real Estate,Boston,"olan, amaica Plain",,,,,
2,"Dole  Sherburne, 180 Tremont",Real Estate,Boston,"Dole  Sherburne,",180 Tremont,,"180 Tremont, Boston",42.35271705,-71.06412131008959
2,"Thomas Donahue, Nantasket Beach",Real Estate,Boston,"Thomas Donahue, Nantasket Beach",,,,,
2,"Donaldson, Ingalls  Co., 294 Wash.",Real Estate,Boston,"Donaldson, Ingalls  Co.,",294 Wash.,,"294 Wash., Boston",,
2,"Eugene D. Donnell, W. Somerville",Real Estate,Boston,"Eugene D. Donnell, W. Somerville",,,,,
2,"John H. Donovan, Tremont",Real Estate,Boston,"John H. Donovan, Tremont",,,,,
2,"Benj. H. Dorr, 28 State",Real Estate,Boston,"Benj. H. Dorr,",28 State,,"28 State, Boston",42.0671435,-73.5291416
2,"Dorr, Tileston, Warren, Roxbury",Real Estate,Boston,"Dorr, Tileston, Warren, Roxbury",,,,,
2,"Chas, C. Doten, Dorchester",Real Estate,Boston,"Chas, C. Doten, Dorchester",,,,,
2,"oa F. Dow, 63 Btate",Real Estate,Boston,"oa F. Dow,",63 Btate,,"63 Btate, Boston",,
2,"M. Downes, Dorchester",Real Estate,Boston,"M. Downes, Dorchester",,,,,
2,"i. Doyle, 63 Hoxboe",Real Estate,Boston,"i. Doyle,",63 Hoxboe,,"63 Hoxboe, Boston",,
2,"Stephen A. Drew, 1123 Old South building.",Real Estate,Boston,"Stephen A. Drew, 1123 Old South building.",, 1123 Old South building," 1123 Old South building, Boston",,
2,"Geo. H. S. Driver, 18 Tremont",Real Estate,Boston,"Geo. H. S. Driver,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
2,"Wilton A. Dunham, 7 Water",Real Estate,Boston,"Wilton A. Dunham,",7 Water,,"7 Water, Boston",,
2,"Jobo W, Dunlop, 81 Milk",Real Estate,Boston,"Jobo W, Dunlop,",81 Milk,,"81 Milk, Boston",42.3569225,-71.056831
2,"Geo. BD. Gurgin, 31 Ames building.",Real Estate,Boston,"Geo. BD. Gurgin, 31 Ames building.",, 31 Ames building," 31 Ames building, Boston",,
2,"Wm. Dwyer, 15 State",Real Estate,Boston,"Wm. Dwyer,",15 State,,"15 State, Boston",,
2,"Bast Boston Co., 16 State",Real Estate,Boston,"Bast Boston Co.,",16 State,,"16 State, Boston",-37.8157151,145.0777572
2,"seeery Land Co., 101 Tremont",Real Estate,Boston,"seeery Land Co.,",101 Tremont,,"101 Tremont, Boston",42.3572206,-71.0610355
2,"witey 6 . Edmands, 178 Devonshire",Real Estate,Boston,witey,"6 . Edmands, 178 Devonshire",,"6 . Edmands, 178 Devonshire, Boston",,
2,"Eisenberg, 85 S8tillman",Real Estate,Boston,"Eisenberg,",85 S8tillman,,"85 S8tillman, Boston",,
2,"Alfred Ela, 905 Old South building.",Real Estate,Boston,"Alfred Ela, 905 Old South building.",, 905 Old South building," 905 Old South building, Boston",,
2,"Edward H. Eldredge  Co., 16 Stute",Real Estate,Boston,"Edward H. Eldredge  Co.,",16 Stute,,"16 Stute, Boston",,
2,"Geo. B. Biliot, 209 Washington",Real Estate,Boston,"Geo. B. Biliot,",209 Washington,,"209 Washington, Boston",47.6380627,-122.352658
2,"Benjamin P. Ellis, 16 State",Real Estate,Boston,"Benjamin P. Ellis,",16 State,,"16 State, Boston",-37.8157151,145.0777572
2,John L. Ellis. Dorchester,Real Estate,Boston,John L. Ellis. Dorchester,,,,,
2,"Joseph H. Emerson, 2414 Washington",Real Estate,Boston,"Joseph H. Emerson,",2414 Washington,,"2414 Washington, Boston",45.5153672,-122.837946
2,"eso Emmons, 627 John Hancock",Real Estate,Boston,"eso Emmons,",627 John Hancock,,"627 John Hancock, Boston",,
2,Samuel Epstein. 362 Blue Hill ave.,Real Estate,Boston,Samuel Epstein.,362 Blue Hill ave.,,"362 Blue Hill ave., Boston",42.312191,-71.08036775
2,"Arthur W, Evans, 15 State",Real Estate,Boston,"Arthur W, Evans,",15 State,,"15 State, Boston",,
2,"Brice 8S, Evans  Son, 34 Equitable building.",Real Estate,Boston,"Brice 8S, Evans  Son, 34 Equitable building.",, 34 Equitable building," 34 Equitable building, Boston",,
2,"Percival A. Evyana, 19 Congress",Real Estate,Boston,"Percival A. Evyana,",19 Congress,,"19 Congress, Boston",42.35820875,-71.05680026326299
2,"e Evans, 18 Tremont",Real Estate,Boston,"e Evans,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
2,F. BE. Everett. 100 Ames building.,Real Estate,Boston,F. BE. Everett. 100 Ames building.,, 100 Ames building," 100 Ames building, Boston",,
2,"Wm. H, Fanning, 606 Dudley",Real Estate,Boston,"Wm. H, Fanning,",606 Dudley,,"606 Dudley, Boston",42.32041493333333,-71.0714152
2,"Owen F. Farley, Jr. 27 State",Real Estate,Boston,"Owen F. Farley, Jr.",27 State,,"27 State, Boston",,
2,"Wm. M. Farrington, 70 Kilby",Real Estate,Boston,"Wm. M. Farrington,",70 Kilby,,"70 Kilby, Boston",42.35773433333333,-71.055106
2,Geo. B. Faunce  Son. 142 Dudley,Real Estate,Boston,Geo. B. Faunce  Son.,142 Dudley,,"142 Dudley, Boston",42.328778186956434,-71.08384576775283
2,Federal Real Est.  Inv. Co.. 10382 Old,Real Estate,Boston,Federal Real Est.  Inv. Co..,10382 Old,,"10382 Old, Boston",54.28769425,-0.4009198859086697
2,South building.,Real Estate,Boston,South building.,,,,,
2,Fernald  Squire 628 Tremont building.,Real Estate,Boston,Fernald  Squire 628 Tremont building.,,,,,
2,"Finlay, Crowe  “Hastings. 60 State",Real Estate,Boston,"Finlay, Crowe  “Hastings.",60 State,,"60 State, Boston",,
2,"Wm, A. Finlay, 89 State",Real Estate,Boston,"Wm, A. Finlay,",89 State,,"89 State, Boston",,
2,"MN. ™ Finnegan, 331 ‘Broadway",Real Estate,Boston,"MN. ™ Finnegan,",331 ‘Broadway,,"331 ‘Broadway, Boston",42.39492950183713,-71.06694465697028
2,"Andrew P. Fisher  Co., B. Boston",Real Estate,Boston,"Andrew P. Fisher  Co., B. Boston",,,,,
2,Robert 8. Fitch. Dorchester,Real Estate,Boston,Robert,8. Fitch. Dorchester,,"8. Fitch. Dorchester, Boston",,
2,"Fitzgerald's Ren Est. Agcy, Dorchester",Real Estate,Boston,"Fitzgerald's Ren Est. Agcy, Dorchester",,,,,
2,CP.  HD. Flagg 166 Blackstone,Real Estate,Boston,CP.  HD. Flagg,166 Blackstone,,"166 Blackstone, Boston",42.36181893877551,-71.0566238367347
2,"Fleming, Bros, 168 3aa8. ove.",Real Estate,Boston,"Fleming, Bros,",168 3aa8. ove.,,"168 3aa8. ove., Boston",,
2,R. Filnt. 614 Broadway,Real Estate,Boston,R. Filnt.,614 Broadway,,"614 Broadway, Boston",42.39492950183713,-71.06694465697028
2,"Wane J. Flynp, 10 Tremont",Real Estate,Boston,"Wane J. Flynp,",10 Tremont,,"10 Tremont, Boston",42.3766397,-71.0592136
2,"Thomas B®. Folger, 76 Berkeley",Real Estate,Boston,"Thomas B®. Folger,",76 Berkeley,,"76 Berkeley, Boston",42.34701605,-71.07125605711379
2,"Floyd  Tucker, 34 Schoo",Real Estate,Boston,"Floyd  Tucker,",34 Schoo,,"34 Schoo, Boston",,
2,"F. Murray Forbes, 60 ae",Real Estate,Boston,"F. Murray Forbes,",60 ae,,"60 ae, Boston",42.3554334,-71.060511
2,"Geo. W. Foster, 42 Court",Real Estate,Boston,"Geo. W. Foster,",42 Court,,"42 Court, Boston",,
2,"James P. Fox, 1511 Tomer oe",Real Estate,Boston,"James P. Fox,",1511 Tomer oe,,"1511 Tomer oe, Boston",,
2,"Frazer  Macdonald, 36 Alas",Real Estate,Boston,"Frazer  Macdonald,",36 Alas,,"36 Alas, Boston",18.579532673299052,-72.32870824081326
2,"si A. Frederickson, 1 Beerling. . Rox.",Real Estate,Boston,"si A. Frederickson,",1 Beerling. . Rox.,,"1 Beerling. . Rox., Boston",,
2,"M. Freeman  Co., 288 Old So. building.",Real Estate,Boston,"M. Freeman  Co., 288 Old So. building.",, building," building, Boston",,
2,"Batten F. Freeman, 18 rpramont",Real Estate,Boston,"Batten F. Freeman,",18 rpramont,,"18 rpramont, Boston",,
2,"Freeman  Lawrence, 65 Kilby",Real Estate,Boston,"Freeman  Lawrence,",65 Kilby,,"65 Kilby, Boston",42.357602755102036,-71.0552632244898
2,"A. F, French, 91 Humboldt ave",Real Estate,Boston,"A. F, French,",91 Humboldt ave,,"91 Humboldt ave, Boston",42.31688824405422,-71.08672531424845
2,"H. G, French, 912 Old South building...",Real Estate,Boston,"H. G, French, 912 Old South building...",, 912 Old South building," 912 Old South building, Boston",,
2,James W. Brench. 78 Tremont,Real Estate,Boston,James W. Brench.,78 Tremont,,"78 Tremont, Boston",42.375804800000004,-71.0571226
2,"Frank M. Frost, 661 Old South building.",Real Estate,Boston,"Frank M. Frost, 661 Old South building.",, 661 Old South building," 661 Old South building, Boston",,
2,"Herbert 8, Frost, 668 Dudley, Roxbury",Real Estate,Boston,Herbert,"8, Frost, 668 Dudley, Roxbury",,"8, Frost, 668 Dudley, Roxbury, Boston",,
2,W. F. Fuller. Jamaica,Real Estate,Boston,W. F. Fuller. Jamaica,,,,,
2,"John A. Hurst, Jamaica",Real Estate,Boston,"John A. Hurst, Jamaica",,,,,
2,"Chas, S Gallagher, 277 Cal. ave.",Real Estate,Boston,"Chas, S Gallagher,",277 Cal. ave.,,"277 Cal. ave., Boston",,
2,"Edward Gallagher, 18 Jremont",Real Estate,Boston,"Edward Gallagher,",18 Jremont,,"18 Jremont, Boston",,
2,"Gartland Bros., 28 Schoo",Real Estate,Boston,"Gartland Bros.,",28 Schoo,,"28 Schoo, Boston",,
2,"Albert  Albert, Jr., Opleer 87 Milk",Real Estate,Boston,"Albert  Albert, Jr., Opleer",87 Milk,,"87 Milk, Boston",42.35692373529412,-71.05680735294118
2,"Geneva Agency, Dorchester",Real Estate,Boston,"Geneva Agency, Dorchester",,,,,
2,"Ludwig Gerhard, w12 Summer",Real Estate,Boston,"Ludwig Gerhard, w",12 Summer,,"12 Summer, Boston",,
2,"James R. Gerrish,-1 Tremont",Real Estate,Boston,"James R. Gerrish,-",1 Tremont,,"1 Tremont, Boston",42.3341028,-71.09086484851406
2,"Charles E. Gibson, 181 State",Real Estate,Boston,"Charles E. Gibson,",181 State,,"181 State, Boston",40.949307,-73.7313826
2,"F. W. Gifford, 8F Dudley",Real Estate,Boston,"F. W. Gifford,",8F Dudley,,"8F Dudley, Boston",42.3180326,-71.0671876
3,"W. EH Gilbert, 335 Old South building",Real Estate,Boston,"W. EH Gilbert, 335 Old South building",, 335 Old South building," 335 Old South building, Boston",,
3,Giles . Bosworth. Dorchester,Real Estate,Boston,Giles . Bosworth. Dorchester,,,,,
3,"Louls A. Gineburg, 18 Tremont",Real Estate,Boston,"Louls A. Gineburg,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
3,"Glo Real Estate Co., 18 Tremont",Real Estate,Boston,"Glo Real Estate Co.,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
3,. ard  C 1774. Washington,Real Estate,Boston,. ard  C,1774. Washington,,"1774. Washington, Boston",45.5153672,-122.837946
3,"3, Goldinger. 48 “Gentral. Sau Square aco 2",Real Estate,Boston,,"3, Goldinger. 48 “Gentral. Sau Square aco 2",,"3, Goldinger. 48 “Gentral. Sau Square aco 2, Boston",,
3,"Yilvem Goos  Co., 209 Washington",Real Estate,Boston,"Yilvem Goos  Co.,",209 Washington,,"209 Washington, Boston",47.6380627,-122.352658
3,"1. Gordon, 18 Tremon",Real Estate,Boston,,"1. Gordon, 18 Tremon",,"1. Gordon, 18 Tremon, Boston",,
3,"Seltzer, 338 Blue ‘am av. Rox",Real Estate,Boston,"Seltzer,",338 Blue ‘am av. Rox,,"338 Blue ‘am av. Rox, Boston",,
3,"P. F. Gormley, 16 Schoo",Real Estate,Boston,"P. F. Gormley,",16 Schoo,,"16 Schoo, Boston",,
3,"Grage-Dellano Co., rine. 2 216 Tremt. vid",Real Estate,Boston,"Grage-Dellano Co., rine.",2 216 Tremt. vid,,"2 216 Tremt. vid, Boston",,
3,"Peter Graffam, 6",Real Estate,Boston,"Peter Graffam,",6,,"6, Boston",40.8144422,-72.99688621079619
3,Grandberg Real Est. Agcy. 894 Blur,Real Estate,Boston,Grandberg Real Est. Agcy.,894 Blur,,"894 Blur, Boston",,
3,"Chas Brandson, 48 Tremont",Real Estate,Boston,"Chas Brandson,",48 Tremont,,"48 Tremont, Boston",42.376136,-71.057626
3,"Geo. R. Grantham, 18 Tremont",Real Estate,Boston,"Geo. R. Grantham,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
3,"Green eure   Standard, 43 Tremont",Real Estate,Boston,"Green eure   Standard,",43 Tremont,,"43 Tremont, Boston",42.376180904369726,-71.05814041964803
3,"John H. Griggs  Co., 162 Dudley, lox.",Real Estate,Boston,"John H. Griggs  Co.,","162 Dudley, lox.",,"162 Dudley, lox., Boston",,
3,"Gordon Hale, 16 State",Real Estate,Boston,"Gordon Hale,",16 State,,"16 State, Boston",-37.8157151,145.0777572
3,aoe F. Hall Popenearer,Real Estate,Boston,aoe F. Hall Popenearer,,,,,
3,Arthur J. Hall  B 202 Harrison ws,Real Estate,Boston,Arthur J. Hall  B,202 Harrison ws,,"202 Harrison ws, Boston",,
3,"Charlies Athon Hall, 645 Tremont building",Real Estate,Boston,"Charlies Athon Hall, 645 Tremont building",, 645 Tremont building," 645 Tremont building, Boston",,
3,". Hall, Dorchester",Real Estate,Boston,". Hall, Dorchester",,,,,
3,"B. Hallett, 423 Hanover",Real Estate,Boston,"B. Hallett,",423 Hanover,,"423 Hanover, Boston",42.3657365,-71.05267651126783
3,Fe memlen. 60 State,Real Estate,Boston,Fe memlen.,60 State,,"60 State, Boston",,
3,"Ruasell B, Hamlin, . Boston",Real Estate,Boston,"Ruasell B, Hamlin, . Boston",,,,,
3,"5 B, Hammond, Dorchester",Real Estate,Boston,,"5 B, Hammond, Dorchester",,"5 B, Hammond, Dorchester, Boston",,
3,"J. Hanson, 84 W. Rutland Sq.",Real Estate,Boston,"J. Hanson,",84 W. Rutland Sq.,,"84 W. Rutland Sq., Boston",42.343108160873285,-71.07997029539662
3,"Co., 230 Washington Harper",Real Estate,Boston,"Co.,",230 Washington Harper,,"230 Washington Harper, Boston",,
3,"‘Bawara T. Harrington Co., 293 Wash.",Real Estate,Boston,"‘Bawara T. Harrington Co.,",293 Wash.,,"293 Wash., Boston",,
3,Henry 1k .,Real Estate,Boston,Henry,1k .,,"1k ., Boston",42.3554334,-71.060511
3,"Chas. Hayte m, 68 Pemberton Sy",Real Estate,Boston,"Chas. Hayte m,",68 Pemberton Sy,,"68 Pemberton Sy, Boston",,
3,John oy axese. ae joes,Real Estate,Boston,John oy axese. ae joes,,,,,
3,611 Jenn ‘Hancock building,Real Estate,Boston,611 Jenn ‘Hancock building,,,,,
3,"fears He las, 3 Tremont",Real Estate,Boston,"fears He las,",3 Tremont,,"3 Tremont, Boston",42.37640535,-71.05920134687275
3,qa. on Dorohester,Real Estate,Boston,qa. on Dorohester,,,,,
3,"Jason Herrick, 15 Stato",Real Estate,Boston,"Jason Herrick,",15 Stato,,"15 Stato, Boston",,
3,"ersey, Dorchester",Real Estate,Boston,"ersey, Dorchester",,,,,
3,"John B. m Heslen, 1168 Columbus ave.",Real Estate,Boston,"John B. m Heslen,",1168 Columbus ave.,,"1168 Columbus ave., Boston",42.33084728420172,-71.09534649935132
3,"lL. F. Herthel, 924 Columbus",Real Estate,Boston,"lL. F. Herthel,",924 Columbus,,"924 Columbus, Boston",,
3,"Frederick A. Higgina, 630 Old South building",Real Estate,Boston,"Frederick A. Higgina, 630 Old South building",, 630 Old South building," 630 Old South building, Boston",,
3,W. N. Hinck q Water,Real Estate,Boston,W. N. Hinck q Water,,,,,
3,"FreGeriok ba, ‘W. Hob",Real Estate,Boston,"FreGeriok ba, ‘W. Hob",,,,,
3,"Pinckney Holbrook, 60",Real Estate,Boston,"Pinckney Holbrook,",60,,"60, Boston",-34.7557956122449,-58.37457895918367
3,"Well on Holbrook, 1044 ‘Ora So. hid.",Real Estate,Boston,"Well on Holbrook,",1044 ‘Ora So. hid.,,"1044 ‘Ora So. hid., Boston",,
3,oldswor 18 Tremont,Real Estate,Boston,oldswor,18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
3,"Hood Land Co., 60 Stat",Real Estate,Boston,"Hood Land Co.,",60 Stat,,"60 Stat, Boston",,
3,Edward 1. 1. Hopkins 363 Brdwy. S. Nos,Real Estate,Boston,Edward,1. 1. Hopkins 363 Brdwy. S. Nos,,"1. 1. Hopkins 363 Brdwy. S. Nos, Boston",,
3,"Frank xs Hor 450 Bdwy, S. Bos.",Real Estate,Boston,Frank xs Hor,"450 Bdwy, S. Bos.",,"450 Bdwy, S. Bos., Boston",,
3,"8 Ll. Horner, rohester",Real Estate,Boston,,"8 Ll. Horner, rohester",,"8 Ll. Horner, rohester, Boston",,
3,Hostford  . ie et Devonshire,Real Estate,Boston,Hostford  . ie et Devonshire,,,,,
3,"Houghton  Rich, 15 State",Real Estate,Boston,"Houghton  Rich,",15 State,,"15 State, Boston",,
3,zB. Powton. Mattapan,Real Estate,Boston,zB. Powton. Mattapan,,,,,
3,Chas. W. ward  one 18 Tremont,Real Estate,Boston,Chas. W. ward  one,18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
3,J. i nbs Boye 28 8,Real Estate,Boston,J. i nbs Boye,28 8,,"28 8, Boston",42.3554334,-71.060511
3,615 ia ‘doutn building.,Real Estate,Boston,615 ia ‘doutn building.,,,,,
3,"‘ughes  Co., 201 Dev.",Real Estate,Boston,"‘ughes  Co.,",201 Dev.,,"201 Dev., Boston",,
3,deere Erie einai,Real Estate,Boston,deere Erie einai,,,,,
3,umboldt av,Real Estate,Boston,umboldt av,,,,,
3,Hdwerd RLuntin 7,Real Estate,Boston,Hdwerd RLuntin,7,,"7, Boston",40.81451455,-72.9961958796855
3,John 4 1 remon Plain,Real Estate,Boston,John,4 1 remon Plain,,"4 1 remon Plain, Boston",,
3,Sohn Fethrise a Bo s20 Bronamy Hal,Real Estate,Boston,Sohn Fethrise a Bo s,20 Bronamy Hal,,"20 Bronamy Hal, Boston",,
3,W. Jenkins Oren  Gal,Real Estate,Boston,W. Jenkins Oren  Gal,,,,,
3,Jen Z0s8 Old Gouth vid,Real Estate,Boston,Jen Z,0s8 Old Gouth vid,,"0s8 Old Gouth vid, Boston",,
3,KonredJehnaon se ote blag.,Real Estate,Boston,KonredJehnaon se ote blag.,,,,,
3,"A. M. Johnson, Dorchester",Real Estate,Boston,"A. M. Johnson, Dorchester",,,,,
3,"D. Webster Johnson, 542 Old South bidy",Real Estate,Boston,"D. Webster Johnson,",542 Old South bidy,,"542 Old South bidy, Boston",,
3,"Frank Johnson, 338 Wurren",Real Estate,Boston,"Frank Johnson,",338 Wurren,,"338 Wurren, Boston",,
3,"Uscar Johneon, 60 Bromfeld",Real Estate,Boston,"Uscar Johneon,",60 Bromfeld,,"60 Bromfeld, Boston",,
3,"Charles J. Johnston, 60 Munroe",Real Estate,Boston,"Charles J. Johnston,",60 Munroe,,"60 Munroe, Boston",42.292495761636545,-71.05262208948217
3,"John J. Johnston, Jr., 66 Falmouth",Real Estate,Boston,"John J. Johnston, Jr.,",66 Falmouth,,"66 Falmouth, Boston",42.3436593,-71.0853599
3,"I. E. H. Jones, Dorchester",Real Estate,Boston,"I. E. H. Jones, Dorchester",,,,,
3,"Rk. F. Jordon  Co., East Boston",Real Estate,Boston,"Rk. F. Jordon  Co., East Boston",,,,,
3,"Sunford Joyce, 62 Court",Real Estate,Boston,"Sunford Joyce,",62 Court,,"62 Court, Boston",,
3,"C. Ernest Judkins, 699 B. Bdwy, S. Box",Real Estate,Boston,"C. Ernest Judkins,","699 B. Bdwy, S. Box",,"699 B. Bdwy, S. Box, Boston",,
3,"C. 3, Judkins, 936 Old South building.",Real Estate,Boston,"C. 3, Judkins, 936 Old South building.",, 936 Old South building," 936 Old South building, Boston",,
3,"Samuel Jukes  Geo. B. French, 234 Oh",Real Estate,Boston,"Samuel Jukes  Geo. B. French,",234 Oh,,"234 Oh, Boston",39.8881269,-81.1984426
3,South building.,Real Estate,Boston,South building.,,,,,
3,"Lewis Kallis, 258 Washington",Real Estate,Boston,"Lewis Kallis,",258 Washington,,"258 Washington, Boston",45.5153672,-122.837946
3,"Eugene J. Karge, 906 Tremont bilg.",Real Estate,Boston,"Eugene J. Karge,",906 Tremont bilg.,,"906 Tremont bilg., Boston",,
3,"Lewis P. Kaufman, 28 School",Real Estate,Boston,"Lewis P. Kaufman,",28 School,,"28 School, Boston",,
3,"Willlam Kaufman, 7 Kemble",Real Estate,Boston,"Willlam Kaufman,",7 Kemble,,"7 Kemble, Boston",42.32953898345492,-71.07422614647123
3,"vb. A. Kearns, 286 Blue Hijl ave.",Real Estate,Boston,"vb. A. Kearns,",286 Blue Hijl ave.,,"286 Blue Hijl ave., Boston",,
3,"S. W. Keene  Son, 300 Warren, Rox.",Real Estate,Boston,"S. W. Keene  Son,","300 Warren, Rox.",,"300 Warren, Rox., Boston",,
3,"Henry Ww. Kelly, 68 Warren",Real Estate,Boston,"Henry Ww. Kelly,",68 Warren,,"68 Warren, Boston",,
3,"F. J. Kessier,  Co., 161 Devonshire",Real Estate,Boston,"F. J. Kessier,  Co.,",161 Devonshire,,"161 Devonshire, Boston",42.3562793,-71.0574902
3,"John F. Kilduff, 160 Appleton",Real Estate,Boston,"John F. Kilduff,",160 Appleton,,"160 Appleton, Boston",42.34495107897555,-71.07512108592148
3,"John C. Kiley, 18 Tremont",Real Estate,Boston,"John C. Kiley,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
3,"T. F. Killeen, 1143 Columbus ave.",Real Estate,Boston,"T. F. Killeen,",1143 Columbus ave.,,"1143 Columbus ave., Boston",42.33104654182265,-71.09513790152941
3,"FE. W. Kilpatrick, 44 Worcester",Real Estate,Boston,"FE. W. Kilpatrick,",44 Worcester,,"44 Worcester, Boston",42.338715428571426,-71.07705292857143
3,"George B. Kimball, 360 Warrcn",Real Estate,Boston,"George B. Kimball,",360 Warrcn,,"360 Warrcn, Boston",,
3,"Geo. W. Kimball  Co., 172 Col. ave.",Real Estate,Boston,"Geo. W. Kimball  Co.,",172 Col. ave.,,"172 Col. ave., Boston",,
3,Kimball  Butterfield,Real Estate,Boston,Kimball  Butterfield,,,,,
3,"King Bros., 294 Washington",Real Estate,Boston,"King Bros.,",294 Washington,,"294 Washington, Boston",45.5153672,-122.837946
3,"D. Webster. King, 70 State",Real Estate,Boston,"D. Webster. King,",70 State,,"70 State, Boston",42.684560450000006,-78.76593268321099
3,"Hurold o King, 200 Devonshire",Real Estate,Boston,"Hurold o King,",200 Devonshire,,"200 Devonshire, Boston",42.354768,-71.057442
3,"Bae . King, 9 Clty By.. Charleator",Real Estate,Boston,"Bae . King,",9 Clty By.. Charleator,,"9 Clty By.. Charleator, Boston",,
3,"Kingaley, Dorchester",Real Estate,Boston,"Kingaley, Dorchester",,,,,
3,"Edw Kronan, 478 Broadway",Real Estate,Boston,"Edw Kronan,",478 Broadway,,"478 Broadway, Boston",42.38603586425191,-71.07821203115157
3,"Ababa Kurinsky, 16 Court Square",Real Estate,Boston,"Ababa Kurinsky,",16 Court Square,,"16 Court Square, Boston",42.35895945,-71.05882547310607
3,"John 8S. Lamprey, 14 Jamcs",Real Estate,Boston,John,"8S. Lamprey, 14 Jamcs",,"8S. Lamprey, 14 Jamcs, Boston",,
3,"W. R. Landers, Mattapan",Real Estate,Boston,"W. R. Landers, Mattapan",,,,,
3,"Mre. M. Talbot Lane, 15 Schoal",Real Estate,Boston,"Mre. M. Talbot Lane,",15 Schoal,,"15 Schoal, Boston",,
3,"Lester D. Langley, 79 Milk",Real Estate,Boston,"Lester D. Langley,",79 Milk,,"79 Milk, Boston",42.356922088235294,-71.05683888235295
3,"Lunnin Realty Co., Forest Hilis",Real Estate,Boston,"Lunnin Realty Co., Forest Hilis",,,,,
3,F. Dewitt Lapham. Somerville,Real Estate,Boston,F. Dewitt Lapham. Somerville,,,,,
3,"Benj. H. Lattime, Somervilic",Real Estate,Boston,"Benj. H. Lattime, Somervilic",,,,,
3,"Robert Lawton, 24 Milk",Real Estate,Boston,"Robert Lawton,",24 Milk,,"24 Milk, Boston",42.35686388888889,-71.05781888888889
3,"I. N. Learned, 674 Tremont",Real Estate,Boston,"I. N. Learned,",674 Tremont,,"674 Tremont, Boston",42.341227950000004,-71.07623290000001
3,"Max Lebowich  Sons, 1 Washington",Real Estate,Boston,"Max Lebowich  Sons,",1 Washington,,"1 Washington, Boston",,
3,"Charlies . Lee, 95 Milk",Real Estate,Boston,"Charlies . Lee,",95 Milk,,"95 Milk, Boston",42.35692538235294,-71.0567758235294
3,"Luthur W. Lee, 60 State",Real Estate,Boston,"Luthur W. Lee,",60 State,,"60 State, Boston",,
3,"Leug  Hall, 60 State",Real Estate,Boston,"Leug  Hall,",60 State,,"60 State, Boston",,
3,". Leland, 31 Milk",Real Estate,Boston,". Leland,",31 Milk,,"31 Milk, Boston",42.356518550000004,-71.05798809065485
3,"pouls Levin, 1g Tremont",Real Estate,Boston,"pouls Levin,",1g Tremont,,"1g Tremont, Boston",42.331752050000006,-71.09871960537671
3,"H. Lewia, 16 State",Real Estate,Boston,"H. Lewia,",16 State,,"16 State, Boston",-37.8157151,145.0777572
3,". J. Lewis, 260 Huntn ave.",Real Estate,Boston,". J. Lewis,",260 Huntn ave.,,"260 Huntn ave., Boston",,
3,"Mark Lewis, 60 State",Real Estate,Boston,"Mark Lewis,",60 State,,"60 State, Boston",,
3,"H. Libbey  Son, 918 Old South building.",Real Estate,Boston,"H. Libbey  Son, 918 Old South building.",, 918 Old South building," 918 Old South building, Boston",,
3,"A. V._ Lincoln, 209 Washington",Real Estate,Boston,"A. V._ Lincoln,",209 Washington,,"209 Washington, Boston",47.6380634,-122.3526068
3,"Wim. Lincoln  Son, 27 State",Real Estate,Boston,"Wim. Lincoln  Son,",27 State,,"27 State, Boston",,
3,"Lombardi  Langone, 149 Salem",Real Estate,Boston,"Lombardi  Langone,",149 Salem,,"149 Salem, Boston",,
3,"Long  Hall, Dorchester",Real Estate,Boston,"Long  Hall, Dorchester",,,,,
3,"Charies EB. Loud, 75 Btate",Real Estate,Boston,"Charies EB. Loud,",75 Btate,,"75 Btate, Boston",,
3,"Albert J. Lovett, 817 Exchange hbidg.",Real Estate,Boston,"Albert J. Lovett,",817 Exchange hbidg.,,"817 Exchange hbidg., Boston",,
3,"Wiliam W, Lowe, 60 Congress",Real Estate,Boston,"Wiliam W, Lowe,",60 Congress,,"60 Congress, Boston",42.358247642857144,-71.05671628571427
3,"J. F.  D. J. Lucey, Melrose",Real Estate,Boston,"J. F.  D. J. Lucey, Melrose",,,,,
