Page Number,Text,Company_Type,City,County,Company_Name,Address,Building,Full_Address
5,"Horace , Taylor. 68 State",Real Estate,Boston,Massachusetts,"Horace , Taylor.",68 State,,"68 State, Boston, Massachusetts"
5,"John F, Teevan. 57 Lenox",Real Estate,Boston,Massachusetts,"John F, Teevan.",57 Lenox,,"57 Lenox, Boston, Massachusetts"
5,Terminal Real Estate Co.. 110 Dud.,Real Estate,Boston,Massachusetts,Terminal Real Estate Co..,110 Dud.,,"110 Dud., Boston, Massachusetts"
5,3. B Thomas. Hh Ceneres,Real Estate,Boston,Massachusetts,,3. B Thomas. Hh Ceneres,,"3. B Thomas. Hh Ceneres, Boston, Massachusetts"
5,"F. CG Tobey La Co., 78 Tremont",Real Estate,Boston,Massachusetts,"F. CG Tobey La Co.,",78 Tremont,,"78 Tremont, Boston, Massachusetts"
5,‘Will  Torrey. 8 Beacon,Real Estate,Boston,Massachusetts,‘Will  Torrey.,8 Beacon,,"8 Beacon, Boston, Massachusetts"
5,"Totten  Clark, Dorchester",Real Estate,Boston,Massachusetts,"Totten  Clark, Dorchester",,,
5,"Bent. C. Tower. 86 ,Congress",Real Estate,Boston,Massachusetts,Bent. C. Tower.,"86 ,Congress",,"86 ,Congress, Boston, Massachusetts"
5,"L. D, Towle. 16 State",Real Estate,Boston,Massachusetts,"L. D, Towle.",16 State,,"16 State, Boston, Massachusetts"
5,R Blmer Townsend. 82 Devonshire,Real Estate,Boston,Massachusetts,R Blmer Townsend.,82 Devonshire,,"82 Devonshire, Boston, Massachusetts"
5,"Train  Jennison, 1112 Tremont building.",Real Estate,Boston,Massachusetts,"Train  Jennison, 1112 Tremont building.",, 1112 Tremont building,"1112 Tremont building, Boston, Massachusetts"
5,"Tremont Resa Est. Co., 698 Tremom",Real Estate,Boston,Massachusetts,"Tremont Resa Est. Co.,",698 Tremom,,"698 Tremom, Boston, Massachusetts"
5,"oe Realty Inv. Co., 2414 Washington",Real Estate,Boston,Massachusetts,"oe Realty Inv. Co.,",2414 Washington,,"2414 Washington, Boston, Massachusetts"
5,"up  Tucker, 60 State",Real Estate,Boston,Massachusetts,"up  Tucker,",60 State,,"60 State, Boston, Massachusetts"
5,‘wm. Tucker. 15 State,Real Estate,Boston,Massachusetts,‘wm. Tucker.,15 State,,"15 State, Boston, Massachusetts"
5,Walter H. Turner. 1055 Tremont,Real Estate,Boston,Massachusetts,Walter H. Turner.,1055 Tremont,,"1055 Tremont, Boston, Massachusetts"
5,Tuttle  Lucet. Dorchester,Real Estate,Boston,Massachusetts,Tuttle  Lucet. Dorchester,,,
5,"Wm. J. Tyler, 24 Milk",Real Estate,Boston,Massachusetts,"Wm. J. Tyler,",24 Milk,,"24 Milk, Boston, Massachusetts"
5,Russell Tyson. 60 state,Real Estate,Boston,Massachusetts,Russell Tyson.,60 state,,"60 state, Boston, Massachusetts"
5,PBA Underwood. 15 Beacon,Real Estate,Boston,Massachusetts,PBA Underwood.,15 Beacon,,"15 Beacon, Boston, Massachusetts"
5,Frederick H. Viaux. 621 Exch. building.,Real Estate,Boston,Massachusetts,Frederick H. Viaux. 621 Exch. building.,, Viaux. 621 Exch. building,"Viaux. 621 Exch. building, Boston, Massachusetts"
5,Viles  Smith. 11 Pemberton Squarr,Real Estate,Boston,Massachusetts,Viles  Smith.,11 Pemberton Squarr,,"11 Pemberton Squarr, Boston, Massachusetts"
5,"i W. Vinal, Dorcheater",Real Estate,Boston,Massachusetts,"i W. Vinal, Dorcheater",,,
5,Haw F. Walker. 60 State,Real Estate,Boston,Massachusetts,Haw F. Walker.,60 State,,"60 State, Boston, Massachusetts"
5,Jes. F. Walah ein 82 Broadway. S. Bor,Real Estate,Boston,Massachusetts,Jes. F. Walah ein,82 Broadway. S. Bor,,"82 Broadway. S. Bor, Boston, Massachusetts"
5,"James M. Walsh, 15 State",Real Estate,Boston,Massachusetts,"James M. Walsh,",15 State,,"15 State, Boston, Massachusetts"
5,uM dS. Walah. Chariestown,Real Estate,Boston,Massachusetts,uM dS. Walah. Chariestown,,,
5,"Geo, A. Ward, 413 John Hancock building.",Real Estate,Boston,Massachusetts,"Geo, A. Ward, 413 John Hancock building.",, 413 John Hancock building,"413 John Hancock building, Boston, Massachusetts"
5,Nahum Ward. Dorchester,Real Estate,Boston,Massachusetts,Nahum Ward. Dorchester,,,
5,"Norman W. Ware, 1125 Washington",Real Estate,Boston,Massachusetts,"Norman W. Ware,",1125 Washington,,"1125 Washington, Boston, Massachusetts"
5,"Samuel S. Ware, 494 Shawmut ave.",Real Estate,Boston,Massachusetts,"Samuel S. Ware,",494 Shawmut ave.,,"494 Shawmut ave., Boston, Massachusetts"
5,Charles H. Warren. Dorchester,Real Estate,Boston,Massachusetts,Charles H. Warren. Dorchester,,,
5,"E. M. Warren Realty Co., 1 Beacon",Real Estate,Boston,Massachusetts,"E. M. Warren Realty Co.,",1 Beacon,,"1 Beacon, Boston, Massachusetts"
5,"T. G. Washburn, 68 Pemberton Squnr",Real Estate,Boston,Massachusetts,"T. G. Washburn,",68 Pemberton Squnr,,"68 Pemberton Squnr, Boston, Massachusetts"
5,"Waul Bros., Jamaica",Real Estate,Boston,Massachusetts,"Waul Bros., Jamaica",,,
5,"C, Granville Way, 830 Washington",Real Estate,Boston,Massachusetts,"C, Granville Way,",830 Washington,,"830 Washington, Boston, Massachusetts"
5,Harold K. Wead. 85 Congress,Real Estate,Boston,Massachusetts,Harold K. Wead.,85 Congress,,"85 Congress, Boston, Massachusetts"
5,Walter Webb. 8 Berkeley,Real Estate,Boston,Massachusetts,Walter Webb.,8 Berkeley,,"8 Berkeley, Boston, Massachusetts"
5,"W. B. P. Weeks, 8 Congress",Real Estate,Boston,Massachusetts,"W. B. P. Weeks,",8 Congress,,"8 Congress, Boston, Massachusetts"
5,Joseph  Louls Weinberg. 9 Combes,Real Estate,Boston,Massachusetts,Joseph  Louls Weinberg.,9 Combes,,"9 Combes, Boston, Massachusetts"
5,"W. Marriott Welch, 112 Water",Real Estate,Boston,Massachusetts,"W. Marriott Welch,",112 Water,,"112 Water, Boston, Massachusetts"
5,Weld. 81 Mason building.,Real Estate,Boston,Massachusetts,Weld. 81 Mason building.,, 81 Mason building,"81 Mason building, Boston, Massachusetts"
5,"A. Spaulding Weld, 176 Federal",Real Estate,Boston,Massachusetts,"A. Spaulding Weld,",176 Federal,,"176 Federal, Boston, Massachusetts"
5,"G. B.  BE. Welles, 236 Hunt ave",Real Estate,Boston,Massachusetts,"G. B.  BE. Welles,",236 Hunt ave,,"236 Hunt ave, Boston, Massachusetts"
5,J. Martin Wells. 16 Elliot Square,Real Estate,Boston,Massachusetts,J. Martin Wells.,16 Elliot Square,,"16 Elliot Square, Boston, Massachusetts"
5,"P. W. Wells  Co., 6 Bencon",Real Estate,Boston,Massachusetts,"P. W. Wells  Co.,",6 Bencon,,"6 Bencon, Boston, Massachusetts"
5,"Walter Welsh, Enst Boston",Real Estate,Boston,Massachusetts,"Walter Welsh, Enst Boston",,,
5,"Willard Welsh, 16 Exchange",Real Estate,Boston,Massachusetts,"Willard Welsh,",16 Exchange,,"16 Exchange, Boston, Massachusetts"
5,"Geo. F. Wentworth, 18 Tremont",Real Estate,Boston,Massachusetts,"Geo. F. Wentworth,",18 Tremont,,"18 Tremont, Boston, Massachusetts"
5,Harry F. West. 100 Worcester,Real Estate,Boston,Massachusetts,Harry F. West.,100 Worcester,,"100 Worcester, Boston, Massachusetts"
5,"Wetherbeo  Clark, 11 Pemberton Sy",Real Estate,Boston,Massachusetts,"Wetherbeo  Clark,",11 Pemberton Sy,,"11 Pemberton Sy, Boston, Massachusetts"
5,"Harry B. Whall, 443 Tremont building.",Real Estate,Boston,Massachusetts,"Harry B. Whall, 443 Tremont building.",, 443 Tremont building,"443 Tremont building, Boston, Massachusetts"
5,Herbert E. Whent. 294 Washington,Real Estate,Boston,Massachusetts,Herbert E. Whent.,294 Washington,,"294 Washington, Boston, Massachusetts"
5,"George Wheatland, 18 Tremont",Real Estate,Boston,Massachusetts,"George Wheatland,",18 Tremont,,"18 Tremont, Boston, Massachusetts"
5,"Merton Hayes Wheelock, 1048 Trmt »",Real Estate,Boston,Massachusetts,"Merton Hayes Wheelock,",1048 Trmt »,,"1048 Trmt », Boston, Massachusetts"
5,"J. W. Whitcher, 7 Water",Real Estate,Boston,Massachusetts,"J. W. Whitcher,",7 Water,,"7 Water, Boston, Massachusetts"
5,"Whitcomb, Webb  Co.. 16 State",Real Estate,Boston,Massachusetts,"Whitcomb, Webb  Co..",16 State,,"16 State, Boston, Massachusetts"
5,"Whitcomb  Co., 16 State",Real Estate,Boston,Massachusetts,"Whitcomb  Co.,",16 State,,"16 State, Boston, Massachusetts"
5,"Ellerton P. Whitney, 60 Devonshire",Real Estate,Boston,Massachusetts,"Ellerton P. Whitney,",60 Devonshire,,"60 Devonshire, Boston, Massachusetts"
5,"S. D. Whittemore, 101 Tremont",Real Estate,Boston,Massachusetts,"S. D. Whittemore,",101 Tremont,,"101 Tremont, Boston, Massachusetts"
5,Albert R. Whittier. 16 Exchange,Real Estate,Boston,Massachusetts,Albert R. Whittier.,16 Exchange,,"16 Exchange, Boston, Massachusetts"
5,Alvin W. Whittler. 16 State,Real Estate,Boston,Massachusetts,Alvin W. Whittler.,16 State,,"16 State, Boston, Massachusetts"
5,Cc. W. Whittler  Bro.. 66 Congr ss,Real Estate,Boston,Massachusetts,Cc. W. Whittler  Bro..,66 Congr ss,,"66 Congr ss, Boston, Massachusetts"
5,"Edward H. Wiggin, 60 State",Real Estate,Boston,Massachusetts,"Edward H. Wiggin,",60 State,,"60 State, Boston, Massachusetts"
5,"Jacob W. Wilbur, 89 State",Real Estate,Boston,Massachusetts,"Jacob W. Wilbur,",89 State,,"89 State, Boston, Massachusetts"
5,"Samuel J. Wilde, Jamaica",Real Estate,Boston,Massachusetts,"Samuel J. Wilde, Jamaica",,,
5,"L. Willeutt  Co., 28 Cumberland",Real Estate,Boston,Massachusetts,"L. Willeutt  Co.,",28 Cumberland,,"28 Cumberland, Boston, Massachusetts"
5,"I. E. Willtams  Co., 40 Ames building.",Real Estate,Boston,Massachusetts,"I. E. Willtams  Co., 40 Ames building.",, 40 Ames building,"40 Ames building, Boston, Massachusetts"
5,Willams  Bangs. 18 Tremont,Real Estate,Boston,Massachusetts,Willams  Bangs.,18 Tremont,,"18 Tremont, Boston, Massachusetts"
5,"Willlams  Co, 224 Old South building.",Real Estate,Boston,Massachusetts,"Willlams  Co, 224 Old South building.",, 224 Old South building,"224 Old South building, Boston, Massachusetts"
5,Willlams  Dowd. 16 State,Real Estate,Boston,Massachusetts,Willlams  Dowd.,16 State,,"16 State, Boston, Massachusetts"
5,"J. D. K. Willfs  Co., 50 State",Real Estate,Boston,Massachusetts,"J. D. K. Willfs  Co.,",50 State,,"50 State, Boston, Massachusetts"
5,"Winslow A. Wilson, Dorchester",Real Estate,Boston,Massachusetts,"Winslow A. Wilson, Dorchester",,,
5,"Charlies G. Winslow, 28 Stute",Real Estate,Boston,Massachusetts,"Charlies G. Winslow,",28 Stute,,"28 Stute, Boston, Massachusetts"
5,H. F. Winslow. 38 Broadway,Real Estate,Boston,Massachusetts,H. F. Winslow.,38 Broadway,,"38 Broadway, Boston, Massachusetts"
5,"E. 8 Wolfe, 63 Tremont",Real Estate,Boston,Massachusetts,E.,"8 Wolfe, 63 Tremont",,"8 Wolfe, 63 Tremont, Boston, Massachusetts"
5,"Clarence B. Wood, 82 Devonshire",Real Estate,Boston,Massachusetts,"Clarence B. Wood,",82 Devonshire,,"82 Devonshire, Boston, Massachusetts"
5,"Geo. O Wood, 31 Milk",Real Estate,Boston,Massachusetts,"Geo. O Wood,",31 Milk,,"31 Milk, Boston, Massachusetts"
5,Wood. Harmon  Co.. 13 School,Real Estate,Boston,Massachusetts,Wood. Harmon  Co..,13 School,,"13 School, Boston, Massachusetts"
5,"FRER’K 0. WOODRUFF  CO., 60 81",Real Estate,Boston,Massachusetts,FRER’K,"0. WOODRUFF  CO., 60 81",,"0. WOODRUFF  CO., 60 81, Boston, Massachusetts"
5,,Real Estate,Boston,Massachusetts,,,,
5,"Geo. Adams Woods, 15 State",Real Estate,Boston,Massachusetts,"Geo. Adams Woods,",15 State,,"15 State, Boston, Massachusetts"
5,Elijah B. Woodworth. 2 Court,Real Estate,Boston,Massachusetts,Elijah B. Woodworth.,2 Court,,"2 Court, Boston, Massachusetts"
5,"George Wyner, 18 Tremont",Real Estate,Boston,Massachusetts,"George Wyner,",18 Tremont,,"18 Tremont, Boston, Massachusetts"
5,"Max E Chas. BE. Wvzanskl, 18 Trer",Real Estate,Boston,Massachusetts,"Max E Chas. BE. Wvzanskl,",18 Trer,,"18 Trer, Boston, Massachusetts"
5,J. R. Yendly. 1150 Col. ave,Real Estate,Boston,Massachusetts,J. R. Yendly.,1150 Col. ave,,"1150 Col. ave, Boston, Massachusetts"
5,"David A. Yulll  Co., 27 School",Real Estate,Boston,Massachusetts,"David A. Yulll  Co.,",27 School,,"27 School, Boston, Massachusetts"
5,"Zenicon Real Est. Co., 324 Riue Hilla",Real Estate,Boston,Massachusetts,"Zenicon Real Est. Co.,",324 Riue Hilla,,"324 Riue Hilla, Boston, Massachusetts"
5,".Zirngiebel  Lannan, 2371 Waush., Ro",Real Estate,Boston,Massachusetts,".Zirngiebel  Lannan,","2371 Waush., Ro",,"2371 Waush., Ro, Boston, Massachusetts"
5,"OURNE , 460",Real Estate,Boston,Massachusetts,"OURNE ,",460,,"460, Boston, Massachusetts"
