city,year,unique_addresses,count
Atlanta,1912,"[nan '19 S. Broad' '210-12 Forrest' '97 1/2 Peachtree' '97 1/2 Ptree.'
 '78 N. Forsyth' '60 1/2 N. Broad' '18 N. Pryor' '24 S. Broad'
 '176 White Hall' '26 S. Broad' '8 Louckle' '11 1/2 S. Broad'
 '10 Auburn av.' '11 Edgewood ave' '69 N. Forsyth' '6 Auburn ave.'
 '16 1/2 N. Broad' '16 E. Ala.' '34 N. Frath' '19 S. Pryor']",21
Austin,1912,"[nan '106 W. Fifth' '920 Congress ave.' '819 Congress' '123 W. Seventh'
 '103 W. Seventh' '400 E. Sixth' '824 Congress ave.' '415 Congress av.'
 '107 E. Sixth' '410 Scarbrough' '105 W. Ninth' '820 Congress ave.'
 '826 Congress ave.' '4 Smith Office bldg.' '113 W. 7th' '108 W. Seventh'
 '107 W. Seventh' '101 W. Seventh' '714 Congress ave.' 'Seventh'
 '722 Congress' '615 Scarbrough' '105 W. Seventh']",24
Boston,1912,"['10 Tremont st.' nan '286 Congress st.' '80 State st.' '209 Washington'
 '86 Warren' '17 Valentine' '84 State' '27 State' '67 Chauncy' '79 Milk'
 '6 Beacon' '84 Porter' '19 Milk' '2343 Washington' '489 Blue Hill ave.'
 'Dorchester' '27 School' '58 Falmouth' '50 Congress' '42 Dartmouth'
 'Allston' 'Roslindale' '206 Mass. ave.' 'East Boston' '3 Irvington'
 '8 Beacon' '60 State' '53 State' '24 Milk' '183 Summer' '2584 Washington'
 'Atlantic' '643A Warren' '679. Tremont' '262 Washington' '389 Broadway'
 '190 North' 'Charlestown' '10 Piedmont' '28 Chambers' '16 Exchange'
 '43 Tremont' '16 State' '101 Tremont' '47 Court' '85 Water' 'Jamaica'
 '414 Old South bldg.' 'Germantown' '70 Kilby' '56 Warren' '276 Tremont'
 '75 State' '141 Milk' '218A Highland ave.' '15 State' '469 W. Broadway'
 '4 Province Ct.' '399 Warren' '51. N. Market' '31 State' '28 State'
 '114 State' '15 School' '58 State' '83 Water' 'S. Boston' '701'
 '654 Old So. blu' '28 School' '840 Dorchester ave.' '749' '18 Tremont'
 '85 Congress' '60 Congress' '294 Washington' '615 Dorchester ave'
 'Mt. Hope' '101' '7 Water' '730' '50 State' 'Roslindalı' 'Forest Hills'
 '819 Huntn. ave.' 'Devonshire' '84 School' '640' '4 P. O. Square'
 'W. Roxbury' '880' '40 State' '809' '131 State' '200 Washington' '425'
 '714 Shawmut ave.' '692 Shawmut ave.' '205 Dorchester' '126 Masa. ave.'
 '120 Boylston' '431' '34 School' '1024' '752' '100' '70 State' '512'
 '80 Kilby' '514 Tremont' '88 Dartmouth' '143 Federal' '1160'
 '54 Devonshire' '826' '401' 'Brighton' '684 Dudley' '413A Geneva ave'
 'Jamaica Plain' '180 Tremont' 'Nantasket Beach' '294 Wash.'
 'W. Somerville' 'Roxbury' '63 Roxbury' '1128' '81 Milk' '31'
 '178 Devonshire' '85 Stillman' '905' '2414 Washington' '627'
 '362 Blue Hill ave.' '34' '19 Congress' '606 Dudley' '142 Dudley' '1082'
 '528' '89 State' '331 Broadway' 'E. Boston' '165 Blackstone'
 '1774 Washington' '10 Central Square' '338 Blue Hill av. Rox' '216'
 '394 Blue Hill ave.' '48 Tremont' '162 Dudley, Rox.' '202 Harrison av'
 '645' '423 Hanover' '84 W. Rutland Sq.' '230 Washington' '293 Wash.'
 '67 Milk' '80 Kirby' '76 Tremont' '68 Pemberton Sq' '112 Water' '511'
 '1158 Columbus ave.' '924 Columbus ave.' '530' '1044' '2 A. Beacon'
 '362 Brdwy. S. Box.' '360 Bdwy, S. Box.' '85 Devonshire' 'Mattapan' '615'
 '201 Dev.' '108 Humboldt av' '21 Bromfield' '62 Walnut Park'
 '9 Northfield' '181 Tremont' '95 Milk' '30 Court' '5 Lenox'
 '708 Centre, Jamaica Plain' '480 Broadway' '819' '18 Kendall' '1088'
 '542' '33s Warren' '60 Bromfield' '60 Munroe' '66 Falmouth' '42 Court'
 '599 E. Bdwy, S. Box.' '935' '234' '258 Washington' '906' '7 Kemble'
 '286 Blue Hill ave.' '300 Warren, Rox.' '58 Warren' '161 Devonshire'
 '160 Appleton' '1143 Columbus ave.' '44 Worcester' '360 Warren'
 '172 Col. ave.' '200 Devonshire' '9 City Sq.. Charleston' '478 Broadway'
 '15 Court Square' '14 James' 'Somerville' '674½ Tremont' '1 Washington'
 '96 Milk' '31 Milk' '260 Hunt ave.' '913' '12 Clarendon' '20 Beacon'
 '331' '1374 Washington' '1101 Tremont' '3' '1368 Washington' '648'
 '120 Franklin' '550 Shawmut ave.' '88 Clinton' '50 School' '15 Congres'
 '544' '949' '628 Tremont' '57 Warren' '1001 Tremont' '35 Cong.' '529'
 '647' '467¼ Dudley' '444' '408' '861A Dudley' '55 Warren ave.'
 '15 Exchange' '1006 Tremont' '18 James' 'Uphams Corner' '588 Tremont'
 '713' '3 W. Canton' '40' '433 Hanover' '216 Bowdoin' '555 Warren'
 '672 Tremont' '362 Washington' '19 Green' '77 Summer' '105 Summer' '929'
 '1134' '10 Tremont' '1117' '161 Pearl' '115' '2185 Washington' '1030'
 '44 Humboldt ave.' '26 Pemberton Square' '786 Washington' '85 Court'
 '731' '75 Warren' '76 Warren' 'Allerton' '402' '700' '780 Tremont'
 '102 Brighton' '153 Milk' '1 Beacon' '29 Tyler' '28 Hollander'
 '1525 Washington' '201 Devonshire' '17 India' 'Hull' '171 W. Springfield'
 '17 Milk' '80 Court st.' '286 K' '18 Central' 'Winter Hill' '100 Bylston'
 '294 Wash' '57 Lenox' '110 Dud.' '73 Tremont' '82 Devonshire'
 '598 Tremont' '1055 Tremont' '15 Beacon' '11 Pemberton Square'
 '882 Bdwy. S. Bos' '68 Pemberton Square' '830 Washington' '35 Congress'
 '8 Berkeley' '8 Congress' '9' '176 Federal' '235 Hunt ave'
 '16 Elliot Square' '100 Worcester' '11 Pemberton Sq.' '60 Devonshire'
 '55 Congress' '28 Cumberland' '33 Broad' '683 Tremont' '13 School']",326
Charlotte,1912,"[nan '28 E. 4th' '203 N. Tryon' '211 N. Tryon' '201 S. Tryon'
 '229 S. Tryon' '219 N' '25' '25 S. Tryon' '33 E. 4th' '7 E. Trade'
 '4 S. Tryon' '16 E. Trade']",13
Chicago,1912,"[nan '11 Monroe st.' '130 N. Clark st.' '50-60 W. Washington'
 '703-35 8. Dearborn st.' '827 River st.' '2417 W. 63rd st.'
 '112 N. La-Salle st.' 'cor. Madison & Lasalle st.'
 '6307 Coltage Grove ave.' '916-32 N. Clark' '20 W. Jackson blvd.'
 '127 N. Dearborn st.' 'cor. Lawrence ave. & N. Robey st.'
 '19 8. Lasalle st' '54 W. Randolph st.' '15 8. La Salle st.'
 '19 8. La Salle st.' '3644 Ogden ave.' '21 N. La-Salle st.'
 '30 N. Dearborn' '1322 W. 16th st.' '668 Milwaukee ave.' '139 N. Clark'
 '2836-55 Wash. bivd.' '1259 W. 51st' 'W. Monroe st.' '8 S. Dearborn'
 '547 8. Dearborn st.' '709-69 W. Washington st.' '8 8. Dearborn' '1243'
 '69 W. Wash. st.' '2342 8. Leavitt' '4536 E. Ravenswood' '3101 Stule st.'
 '1322 W. 18th st.' '12000 S. Halstead st.' '3947 Cottage Grove ave.'
 '8905 Commercial ave.' '117 N. Dearborn' '25 N. Dearbora' '166 W. Adams'
 '25 Ν. Dearborn' '69 W. Wash.' '111 W. Monroe' '189 W. Madison'
 '25 N. Dearborn' '38 S. Dearborn' '813 Ashland bik.' '69 W. Washington'
 '7 W. Madison' '37 W. Vanburen' '38 S. Dearborn.' '133 W. Washington'
 '32 N. Clark' '8 B. Dearborn' '72 W. Adams' '140 8. Dearborn'
 '154 W. Randolph' '112 W. Adams' '76 W. Monroe' '332 S. Michigan ave.'
 '343 S. Dearborn' '5 N. LaSalle' '28 E. Jackson blvd.' '209 S. State'
 '431 S. Dearborn' '140 S. Dearborn' '102 S. Market' '132 N. Wabash ave.'
 '106 W. Monroe' '122 S. Mich. ave.' '382 S. Mich. ave.' '36 S. Dearborn'
 '64 W. Rand' '208 S. LaSalle' '82 N. Clark' '53 W. Jackson'
 '230 S. LaSalle' '1364 Ch. of Com.' '22 W. Monroe' '54 W. Randolph'
 '58 W. Jackson blvd.' '87 W. Vanburen' '826 River' '80 N. LaSalle'
 '140 W. Vanburen' 'U. S. Yaris' '30 N. LaSalle' '85 S. Dearborn'
 '53 W. Jackson blvd.' '28 E Jackson blvd.' '79 E. Adams' '206 S. LaSalle'
 '539 Monadnock blk.' '127 N. Dearborn' '134 S. LaSalle' '22 Quincy'
 '112 N. LaSalle' '192 N. Clark' '160 W. Jackson' '848 S. Dearborn'
 '126 S. Dearborn' '88 S. Dearborn' '105 N. Clark' '69 W. S. Water'
 '417 S. Dearborn' '137 N. Dearborn' '209 S. LaSalle' '4166 S. Halsted'
 '85 N. Dearborn' '843 S. Dearborn' '141 W. Jackson blvd.'
 '64 S. Randolph' '115 S. Dearborn' '512 Ashland blk.'
 '123 S. Michigan ave.' '72 W. Wash.' '80 E. Jackson blvd.'
 '17 N. LaSalle' '164 W. Randolph' '832 S. Mich.' '108 S. LaSalle'
 '10 S. LaSalle' '122 S. Mich.' '7 S. Dearborn' '155 N. Clark'
 '42 N. Dearborn' '332 S. Mich. ave.' '63 W. Jackson blvd.'
 '538 S. Dearborn' '19 S. LaSalle' '5451 Prairie ave.'
 '1980 Canalport ave.' '216 E. 51st' '6806 S. State' '234 E. 61st'
 '80 E. Jackson bl.' '69 W. Wash' '2215 N. Halstead' '2036 W. North ave.'
 '64 W. Randolph' '3866 S. State' '63 W. Jackson bl'
 '7452 Cot. Grave ave.' '160 W. Jackson bl.' '806 N. 44th ave.'
 '6911 S. Halstead' '1845 Irving Pk. bl.' '505, 35 S. Dearborn'
 '4037 N. Robey' '521 W. 69th' '3549 W. 12th' '4457 Evanston ave.'
 '111 N. Dearborn' '2300 Foster ave.' '218 E. 43d.' '700 W. 68th'
 '609 B. Kedzie ave.' '105 W. Monroe' '700 W. Jackson bl.' '1801 W. 65th'
 '4865 Armitage ave.' '1158 E. 63d' '8795 Archer ave.' '1149 W. Polk'
 '6142 S. Ada' '3806 Dickens ave.' '11855 Michigan ave.'
 '11125 Coml. ave.' '148 W. 69th' '3266 N. Clark' '3503 S. State'
 '3162 Logan bl.' '4202 W. Madison' '1104 S. Wabash ave.' '228 W. 68d'
 '6247 S. State' '1461 E. 63d' '118 N. LaSalle' '4720 Lincoln ave.'
 '9 S. LaSalle' '6126 S. State' '1134 Granville ave.' '4124 Armitage ave.'
 '2140 W. 22d' '179 W. Wash.' '54 W. Rand.' '115 S. LaSalle'
 '116 S. LaSalle' '179 W. Washington' '2817 Diversey ave.'
 '602 W. North ave.' '3066 Lincoln ave.' '8517 W. 26th' '1362 E. 63d'
 '82 W. Washington' '1652 W. 12th' '2014 Irving Park bl.' '1027 W. 12th'
 '3936 Lincoln ave.' '549 W. Wash.' '35 N. Dearborn' '11108 Michigan ave.'
 '3568 Lincoln' '2938 N. Clark' '122 S. Michigan bl.' '138 W. Washington'
 '901 W. Taylor' '2004 E. 1st' '4 E. 31st' '6905 S. Ashland ave.'
 '39 Adams' '4709 S. Halsted' '217 N. Desplaines' '106 N. Clark'
 '1830 W. Lake' '842 E. 39th' '79 W. Monroe' '624 S. 40th ave.'
 '4200 Lincoln ave.' '4720 Irving Pk. bl.' '504 Milwaukee av.'
 '8688 Vinc. rd.' '3119 Indiana ave.' '3960 N. Ashland'
 '5002 S. Hermitage ave.' '9904 Ewing ave.' '74 W. Wash.' '1637 W. Taylor'
 '230 S. Las.' '9164 Coml. ave.' '167 W. Wash.' '5 N. Las.'
 '2026 W. Madison' '1369 W. Chl-cago ave.' '138 N. LaSalle'
 '3331 Lincoln ave.' '3958 Colo. ave.' '209 S. Lasalle' '5864 Normal ave.'
 '2634 N. Clark' '3961 W. 12th' '4806 W. Harrison' '9154 Commercial ave.'
 '1414 Clyb. ave.' '328 E. 58th' '18325 Erie ave.' '5448 S. Halsted'
 '5501 S. Ashland ave.' '6307 Cot. Grove' '1954 W. 69th'
 '4115 Montrose ave.' '6241 S. Ashland ave.' '1937 W. Lake'
 '180 N. Dearborn' '156 N. Las.' '1848 Morse ave.' '722 W. 12th'
 'Stock Exch.' '1108 E. 63d' '4649 S. State' '911 Milton ave.'
 '12 E Jackson bl.' '2330 S. Sawyer ave.' '3946 W. 26th' '655 W. 31st'
 '186 W. Lake' '1510 Wells' '3246 Ogden ave.' '1536 W. 69th'
 '4306 Cot. Grove' '28 E Jackson bl.' '26 N. Dearborn'
 '369 W. Chicago ave.' ""9206 Com'l ave."" '165 N. Clark'
 '521 S. California ave.' '3706 S. State' '39 S. LaSalle'
 '4603 Evanston ave.' '116 S. Dearborn' '20 W. Jackson bl.'
 'W. 69th & S. Winchester ave.' '724 W. 12th' '35 S. Dearborn'
 '501 E. 63d' '32 W. Washington' '72 W. Washington' '7900 S. Chicago ave.'
 '1158 W. 53d' '812 S. Clark' '106 N. LaSalle' '809 S. State'
 '4764 Milwaukee ave.' '847 N. Central ave.' '1526 W. Madison'
 '642-643 First Nat. Bank bldg.' '133 E. 47th' '1145 Blue I. ave.'
 '80 N. Dearborn' '1642 W. Lake' 'Dearborn, sw. cor. Washington'
 '7114 Cot. Grove ave.' '7424 S. Halsted' '5454 Wentworth ave.'
 '2078 Milwke. ave.' '11208 Michigan ave.' '408 N. 52d ave.'
 '2032 Lincoln ave.' '1152 N. Ashland' '689 W. 26th' '1637 W. 63d'
 '4092 Archer ave.' '1638 W. 63d' '8431 N. Clark' '5256 Evanston'
 '183 W. Washington' '547 W. 120th' '7047 N. Clark' '4040 W. Madison'
 '609 W. 119th' '74 W. Washington' '1516 W. 12th' '8408 S. State'
 '318 N. 48th ave.' '4726 Evanston ave.' '947 Washington' '226 S. LaSalle'
 '128 N. LaSalle' '2022 Irving Pk.' '3156 S. State' '4761 Milwke. ave.'
 '610 S. Ked-sie ave.' '1166 Diversey Pkway.' '8158 Irving Pk. bl.'
 '78 W. Monroe' '81 W. 43rd' '1648 W. Div.' '788 Noble' '4201 S. Halsted'
 '163 W. Garfield bl.' '9306 Commercial ave.' '1423 Wilson ave.'
 '145 N. 18th ave' '2327 W. 12th' '29 S. LaSalle' '716 W. Madison'
 '1778 Milwke. av.' '11518 Michigan ave' '63 W. Jackson bl.'
 '326 S. Western av.' '3665 W. 63d' '5742 S. State' 'W. Madison st.'
 '9145 Coml. ave.' '1225 N. Ashland ave.' '1931 Milwke. ave.'
 '3349 Berteau ave.' '1512 W. 55th' '3433 Sheffield ave.'
 '4808 Milwaukee ave.' '4600 S. Wood' '1301 Johnson' '6534 Sheridan rd.'
 '2113 W. 21st' '183 N. Dearborn' '2033 Irving Park bl'
 '2358 N. 48th ave.' '850 N. Clark' '741 Milwke. ave.' '7914 S. Halsted'
 '173 W. Madison' '1532 W. 12th' '446 W. 63d' '15 S. LaSalle'
 '1345 E. 56th' '1600 E. 75th' 'N. Dearborn' '449 W. 69th'
 '1742 W. Division' '163 W. Washington' '642 Milwke. ave.' '4309 Grand bl'
 '3200 Haddon ave.' '1551 Milwke.' '9233 Commercial ave.' '6801 N. Clark'
 '519 W. North ave.' '162 N. Dearborn' '8623 W. 26th'
 '8745 Commercial ave.' '198 N. Clark' '2210 N. Clark' '10303 Avenue M'
 '170 W. Randolph' '4137 W. 26th' '805 W. Madison' '140 S. Dear- born'
 '105 S. Dearborn' '3203 Wentworth ave.' '1808 Evergreen ave.'
 '6449 S Halsted' '6580 W. 12th' '2811 Milwaukee ave.'
 '4517 E. Ravenswood Pk.' '1032 E. 43d' '1537 W. Taylor' '1213 8. Halsted'
 '1410 W. 12th' '1051 W. 12th' '32 W. Wash.' '133 W. Wash.'
 '326 S. LaSalle' '1579 Milwaukee ave.' '2331 W. Lake.' '6 N. LaSalle'
 '1346 E. 63d' '188 N. LaSalle' '830 Belmont ave.' '217 W. 31st'
 '11526 Michigan ave.' '2307 Milwaukee ave.' '8257 Lincoln ave.'
 '7900 Escanaba' '2427 W. 14th' '3710 Montrose ave.' '2629 E. 75th'
 '1548 W. Chgo. ave.' '9250 Cot. Grove ave.' '164 W. Washington'
 '4756 Milwaukee ave.' '68 W. Washington' '8485 Milwaukee ave.'
 'Milwaukee ave., cor. Belmont ave.' '843 N. 52d ave.' '1538 W. 69th'
 '2609 W. North ave.' '234 S. LaSalle' '1922 W. Chicago ave.'
 '102 N. 5th ave.' '2047 Ogden ave.' '6101 Grand ave.'
 '4953 Evanston ave.' '53 W. Jackson bl.' '6006 S. Halsted'
 '3148 N. Ashland ave.' '106 N. LaB' '2007 N. Halsted' '38 S, Dearborn'
 '111 W. Chgo, ave.' '1501 W. 51st' '6661 S. State'
 'Austin ave. & W. Madison' '5115 W. Chicago ave.' '2602 W. 25th'
 '1311 W. 12th' '2133 S. Ridge- way ave.' '606 S. Mich, ave.'
 '3984 Milwke, ave.' '8606 Irving Park bl.' '125 W. Vanburen'
 '5638 W. Lake' '7, W. Madison' '112 W. Adama' '7910 S. Halsted'
 '900 Belmont ave.' '259 E. 115th' '11138 Mich. ave.' '3008 W. Harrison'
 '3617 Archer ave.' '4284 W. Harrison' '108 8. LaSalle' '88. Dearborn'
 '501 W. 103d' '187 S. LaSalle' 'suite 821-823, 140 S. Dearborn'
 '3288 W. 28th' '122 8. Michigan ave.' '1402 D. 63d' '137 N. Kedzle ave.'
 '882 8. Michigan ave' '8312 W. Jackson bl.' '157 W. Wash.' '5235 W. Lake'
 '3947 Sheridan rd.' '112 N. Lasalle' '111 E. Ohto' '111 E. Ohio'
 '4864 Lincoln ave.' '5109 S. Ashland ave.' '81 E. Madison'
 '6339 N. Clark' '21 N. Lasalle' '1301 E. 55th' '38 8. Dearborn'
 '2605 Lincoln ave.' '8115 W. Madison' '3205 W. 684' '106 S. Dearborn'
 '7050 Euclid ave.' '1349 W. 12th' '1760 Clybourn ave.' '1688 N. Halsted'
 '20434 W. Div.' '1008 8. Halsted' '1824 W. 47th' '1617 W. 47th'
 '1806 W. Div.' '58 W. Wash.' '38. Dearborn' '2136 W. Huron'
 '2950 Armitage ave.' '5969 W. Chicago ave.' '2518 Humboldt bl.'
 '2325 W. Madison' '8601 Lawrence ave.' '3616 W. North ave.' '285 W. 26th'
 '6158 S. Halsted' '655 W. North ave.' '2411 Lincoln ave.' '3149 W. 22d'
 '428 E. 47th' '10240 Vincennes rd.' '1541 W. 18th' '6140 Evanston ave.'
 '4916 S. Ashland ave.' '40 N. Dearborn' '2608 S. Halsted'
 '1410 Milwaukee ave.' '148 N. Dearborn' '3110 E. 83d'
 '1836 S. Ashland ave.' '2729 W. 22d' '8756 Ogden ave.' '1758 W. 48th'
 '1245 Noble' '1152 N. Ashland ave.' '2128 Blue Island ave.'
 '1648 S. 40th ave.' '558 W. North ave.' '3437 Ogden ave.'
 '6409 S. Halsted' '167 W. Washington' '4010 W. 26th' '1632 N. Wood'
 '1572 N. Halsted' '16 W. 31st' '447 N. Kedzie ave.' '2111 N. Robey'
 '3117 Logan bl.' '1022 W. 51st' '3160 N. Clark' '6254 Wentworth ave.'
 '1125 Wilson ave.' '5854 S. Centre ave.' '704 Dearborn ave.'
 '1747 Belmont ave.' '1843 Ogden ave.' '7 W. 47th' '542 S. Dearborn'
 '851 Oakdale' '4703 Cot. Grove ave.' '3712 S. Western ave.'
 '5217 N. Clark' '3244 E. 86th' '7825 S. Halsted' '744 W. 45th'
 '1122 Bryn Mawr ave.' '5363 W. Madison' '3454 Ogden ave.'
 '755 W. North ave.' '1909 W. 68d' '22 W. Vanburen' '509 E. 85th'
 '1522 W. Madison' '1334 W. 18th' '500 Blue Island ave.' '859 E. 69th'
 '5207 S. Halsted' '1451 Milwke. ave.' '387 W. Madison'
 '8137 Cot. Grove ave.' '806 Wrightwood ave.' '1834 S. Ashland ave.'
 '1636 W. 12th' '8634 W. Chicago ave' '916 Milwaukee ave.'
 '2315 N. Cal. ave.' '1806 Wilson ave.' '1018 E. 75th' '1640 W. 47th'
 '7822 S. Halated' '510 W. 79th' '206 S. Las.' '3867 S. State'
 '6961 Jackson Pk. ave.' '29 E. 31st' '218 W. 63d' '2808 W. Vanburen'
 '115 S Dearborn' '1664 W. Madison' '7831 S. Sangamon'
 '369 W. Chi-cago ave.' '127 E. 39th' '2304 W. Lake' '2642 E. 75th'
 '4041 W. Madison' '121 W. Madison' '5462 S. Ashland ave.'
 '208 W. North ave.' '106 N. LaS.' '46 W. 69th' '508 W. 69th'
 '6900 S. Hal-sted' '4711 Lake ave.' '7129 S. Chicago av.'
 '33 S. Dear-born' '823 W. Jackson blvd.' '54 W. Rand' '811 W. 63rd'
 '6234 W. 119th' '2530 Milwaukee ave.' '2986 Armitage ave.' '164 W. Rand'
 '8126 W. Madison' '1403 Morse ave.' '4405 S. State' '1152 W. 69th'
 '82 W. Wash.' '7933 S. Halated' '21 N. LaSalle' 'W. Div. & N. 40th ave.'
 '122 N. California ave.' '39 S. State.' '956 N. California ave.'
 '1317 Milwaukee ave' '5751 N. Clark' '7040 Sheridan rd.'
 '3209 Elston ave.' '100 W. Jackson blvd.' '1348 Lunt ave.' '864 E. 43rd'
 '6218 Wentworth ave.' '1251 Indiana ave.' '503 E. 43rd' '342 E. 43rd'
 '8721 W. Chgo ave.' '67 W. Ontario' '7082 S. Halsted'
 '1639 N. California av.' '1158 W. Garfield blvd.' '809 W. Taylor'
 '8101 S. State' '2849 W. 22nd' '3949 Sheridan rd.' '1034 Milwaukee ave.'
 '1247 Armitage ave.' '625 Milwke ave.' '1103 Michigan ave.'
 '3252 S. Haisted' '4742 Lin-coln ave.' '8508 W. 26th'
 '4617 E. Ravenawd Pk.' '1146 Noble' '6111 B. Halsted' '1735 S. Halsted'
 '1316, 82 N. State' '2420 Wentworthave.' '1500 Е. 57th' '683 W. 79th'
 '2460 Armitage ave.' '2020 W. 85th' '833 S. Dearborn' '2854 W. Madison'
 '11600 Michigan ave.' '63 W. Jackson' '2759 W. North ave.' '1735 W. 18th'
 '5157 N. Clark' '46th ct. & Montrose blv.' '8504 W. Chicago ave.'
 '1369 W. 63rd' '1441 W. 18th' '1647 W. 47th' '628 S. 48th ave.'
 '39 S. State' '101 N. Austin ave.' '901 W. 20th' '207 W. Div.'
 '819 N. May' '1219 E. 63rd' '612, 82 N. Clark' '1128 W. 12th'
 '2605 E. 74th pl.' '1448 S. Halsted' '8848 W, 63rd' '424 N. Park ave.'
 '2147 W. North ave.' '1116 W. 19th pl.' '1137 W. Cal. ave.' '80 N. Laß.'
 '1653 W. 47th' '2225 Cottage Grove ave.' '2342 S. Leavitt'
 '1336 Morse ave.' '122 S. Mich. av.' '966% Webster ave.' '12 N. Dearborn'
 '1666 N. Humboldt' '3802 W. North ave.' '5003 B. Ashland ave.'
 '1150 W. Chicago ave,' '6886 S. Ashland ave.' '843 N. Central ave.'
 '4323 S. Fairfield ave.' '3956 Cot. Grove av.' '1268 W. Madison'
 '58 W. Washington' '5233 S. Haisted' '1041 E. 63rd' '712 W. 63rd'
 '6979 N. Clark' '5 N. Clark' '1113 Argyle' '182 S. Mich. ave'
 '846 W. 63rd' '1537 Fuller-ton ave,' '8618 Archer ave.' '242 N. Clark'
 '13635 Indiana ave.' '140 B. Dearborn' '6416 N. Clark'
 '1139 Granvle ave.' '159 N. State' '1242 E. 75th' '919 W. 12th'
 '184 W. Washington' '3462 W. 26th' '2210 N. Cal. ave.'
 '2756 Southport ave.' '4438 Milwaukee ave.' '1536 W. Chicago ave.'
 '3282 Greenwd ter.' '1462 Blue I. ave.' '2204 Michigan ave.'
 '1606 Tribune bldg.' '501 W. Oak' '1507 Milwke.' '3113 W. 22nd'
 '19 B. LaSalle' '11250 Michigan ave.' '4157 W. Harrison'
 '2967 Cot Grove ave.' '216 W. 119th' '8654 W. North ave.'
 '4742 W. North ave.' '4145 W. North ave.' '1219 S. Kedzie av.'
 '1224 W. 63rd' '89 W. Randolph' '4608 Evanston ave.' '1837 Ogden ave.'
 '2175 Lincoln av.' '9 S. Lasalle' '2203 N. Halsted' '2856 Lincoln ave.'
 '554 W. North ave.' '9 LaSalle' '3034 Milwaukee ave.' '887 E. 63rd'
 '1164 Milwaukee ave.' '1185 Bryn Mawr ave.' '810 W. 79th' '5355 N. Clark'
 'Logan blvd. cor. Milwaukee ave.' '1208 Blue I. ave.'
 '1458 W. Chicago ave.' '154 W. Rand' '330 E. 61st' '6012 Wentworth ave.'
 '4003 Lincoln ave.' '35 N. Dear- born' '1204 Blue I. ave.'
 '4265 Cot. Grove av.' '1728 Grand ave.' '840, 38 S. Dearborn'
 '520 W. 79th' '2826 W. 22nd' ""11136 Com'l ave."" '1140 S. Paulina'
 '756 W. Adams' ""8813 Com'l av."" '2429 Fullerton ave.' '1250 S. 40th ave.'
 '809 W. 12th' '78. Dearborn' '3203 W. 26th' '12000 8 Halsted'
 '5961 South blvd.' '8128 S. State' '1661 W. Taylor'
 '8947 Cot. Grove ave.' '302 E. Garfield blvd.' '1852 S. Centre ave.'
 '89 W. Washington' '6310 Cottage Grove ave.' '8204 N. Clark'
 '4819 Irving Pk. blvd.' '440 S. Dearborn' '3905 Cot. Grove av.'
 '5038 W. Chgo. ave.' '3084 Milwaukee ave.' '815 S. Halsted' '247 E. 89th'
 '306 8, Canal' '8156 Ogden ave.' '1026 Milwaukee ave.'
 '3343 Irving Pk. blvd.' '665 W. 43rd' '844 W. Madison' '1223 Grand ave.'
 '2975 Milwaukee ave' '4003 Fullerton ave.' '9249 S. Chicago ave.'
 '2137 W. Madison' '16 S. Dearborn' '6032 S. Halsted' '11227 Mich. ave.'
 '911 W. 87th' '1225 Blue I. ave.' '4036 Armitage ave.'
 '840 N. Central ave.' '156 W. Washington' '6912 Wentworth av.'
 '209, 105 8. Dearborn' '206 W. 63rd' '1551 W. Madison' '4002 W. Harrison'
 '1940 Larrabee' '10956 Michigan ave.' '820 W. North ave.' '8_S. Dearborn'
 '8333 S. State' '7 8. Dearborn' '524 W. 63rd' '0 S. Lasalle'
 '4601 N. 40th ave.' '219 8. Dearborn' '30 N. Lasalle' '2349 W. 63rd'
 '722 8. Centre ave.' '1747 W. 47th' '2337 8. Central Park av.'
 '4542 Wentworth av.' '10288 S. Michigan ave.' '11024 Michigan ave.'
 '11451 Mich. ave.' '4026 W. 12th' '757 De Koven' '1428 W. 18th'
 '2749 W. Division' '4255 S. Ashland ave.' '7000 Fullerton ave.'
 '1700 N. Ashland ave' '1841 W. 51st' '206 N. Kedzie ave.' '739 W. 12th'
 '4610 N. Clark' 'Archer & Albany aves.' '4621 N. Clark'
 '4143 Elston ave.' '846 Center' '1669 Blue Island ave.' '68 W. Wash.'
 'sw. cor. Madison & S. Ashland blvd.' '88 8. Dearborn' '357 W. 88rd'
 '4142 Elston ave.' '3000 E. 79th' '5526 W. Chgo ave.'
 '80 E. Jackson blv.' '4384 Cot. Grove ave.' '6459 Cottage Grove ave.'
 '6101 N. Clark' '1924 8. State' '2243 W. 22nd' '2034 Lincoln ave.'
 '8423 S. State' '3221 State' 'W. Madison st..' '5149 Bishop'
 '702 S. Western ave' '867 E. 63rd' '738 W. 43d' '6326 Monroe ave.'
 '6939 Jackson Park ave.']",899
